name,popularity,genres,followers,id
Milieu,13,"{""deep idm""}",2888,1wI0J2ZhJdaZOPBbt3LnWF
Trisonic,0,"{""""}",9,6hMZIcqPaWITCw4f94Gz7L
Krishna Prema Das,10,"{""hare krishna""}",3436,5CoFQUoC3x9DeztqIcqo8C
Steve Barnes,3,"{""""}",117,6MkOihNRCI7lRHxMPLrrxz
121 Community Church,1,"{""""}",161,1sz1EQBOTnHGw6eddCaoNk
HeadShy,0,"{""""}",162,5xnhutzas2upGfzuUaLYw4
Mad Caddies,43,"{""modern ska punk"", ""punk"", ""ska"", ""ska punk"", ""skate punk""}",131881,0cmBbO2sr4w0rRGt3rKvs6
Per Nørgård,11,"{""avant-garde"", ""contemporary classical"", ""danish contemporary classical"", ""nordic contemporary classical"", ""serialism""}",3036,10mzFTtKhsuZr5RWNBnJoY
Ars Nova Vocal Ensemble,1,"{""""}",28,67TBsI2UYaj9nniTKIW0CJ
Danish Chamber Players,1,"{""""}",21,3kWuKM9rp15hZcpKhNr6um
Tamas Veto,9,"{""""}",33,0kQiIJmznyUE81wXYfhQGs
Taylor Davis,4,"{""""}",797,1pd7oUxEoJGuibO5UNhsxB
Denaun,28,"{""detroit hip hop""}",6581,4NhyK1Uoo8ScQOSl8x0jqI
Black Thought,59,"{""alternative hip hop"", ""boom bap"", ""east coast hip hop"", ""hip hop""}",196226,6DJEUXZm0e2rAohdoZ5Voo
Dr. Pete,1,"{""""}",17,5YphSvUesHHe5YRXIiTk0G
The Stepkids,16,"{""""}",10037,1JbB3pybR1wjrQSBLaMWyn
Lida Husik,6,"{""alternative pop""}",672,4hq2ktxJ0AaLSjUHcYWbHz
Hamell on Trial,9,"{""anti-folk""}",2212,4iMiC9HY9LgvFn8K9TK192
Plasmatics,27,"{""hardcore punk"", ""punk""}",28790,4kf4d3tN0MZGpEP6BacY8j
Ladybug Music,23,"{""preschool children''s music""}",1040,7pvlb2IXmEnb9xg1sve2mc
Intra-Venus,0,"{""""}",111,6y6YzfYIY1LoXqeu611DxT
Yu Jung Yoon,17,"{""korean classical performance"", ""korean classical piano""}",54,62BDbQrczjgQdEscFYOGNI
Eamon,50,"{""""}",63474,1y20PpXw0yeuJ1avCD0Ob9
The Hun Hangár Ensemble,8,"{""""}",70,06eedu9fjpDP9wQbV430RI
Melt-Banana,33,"{""experimental"", ""experimental rock"", ""japanoise"", ""noise rock"", ""noisecore"", ""post-hardcore"", ""sasscore""}",72926,1aDpQ3bo57IlYWmsG5sdlp
PacificUV,6,"{""athens indie""}",1974,5CACjLoNy1VPVpBonggYIe
Toy Love,12,"{""dunedin indie"", ""dunedin sound"", ""nz punk""}",3149,7KEIQKLtisCoovALuuZ8pP
The Chrysler,1,"{""svensk indie""}",125,1dQ8GuCTA6yhKmqiXsCiaz
G. Sage,0,"{""""}",3,5FyZ0OXQzGHZoRuKm4DkEa
G. Boucher,0,"{""""}",0,0aaKtIR9M5EQ55yVWAeYD5
Patrick Zabé,22,"{""chanson quebecois""}",2840,28FqavArwUXY6YVi1szE1M
Raymond Berthiaume,10,"{""chanson quebecois""}",362,4YX3g0Q23GapU7uJwA8Ni8
Les Rétro Stars,3,"{""""}",75,5qIQUi0LCsPzO8lxEUdHtq
Michèle Richard,27,"{""chanson quebecois""}",2984,2fLojwlojepWCZdtsAZVi0
Margot Lefebvre,20,"{""chanson quebecois""}",972,6vq1sf5vN9VDvDLCC0ULqB
J. Nichol,0,"{""""}",0,7COV7dZRjv2XxlSMo5a1zF
H. Raynault,0,"{""""}",0,6pLqP3O2qAzqk4SdRK5GQY
Robert Demontigny,19,"{""chanson quebecois""}",2014,3NlJ1DvcWtEPgsCtVn05RJ
Chantal Renaud,5,"{""chanson quebecois""}",205,4sNb7erQG1ErfFoqDwZkCh
Tony Massarelli,18,"{""chanson quebecois""}",1738,0dkKViC0l31iJ6DcFqipw3
Karo,4,"{""""}",158,4McHfhf0q117RaTEFyJBde
Pascal Normand,2,"{""""}",19,0pPuv31ml3sQXn7l4TY7Q4
Plaster,2,"{""jazztronica""}",293,0kpUZ3oDSEQYEAxFzlY04e
Ray Pennington,7,"{""rhythm and boogie""}",171,6ZfztrIDMXwHWFr6MYVDfA
Buddy Emmons,20,"{""steel guitar""}",3061,30CKw91YOH49ow02aqBg1g
The Swing Shift Band,4,"{""""}",21,3UbWFhG996DOMDB6591HrD
ZO2,5,"{""""}",666,6UGMcjIDSjsJdR6BzvGfBJ
My Former Self,0,"{""deep pop emo""}",136,3fneQ5EJ3zftU07pXZ8yxm
Florilegium,29,"{""baroque ensemble"", ""classical performance"", ""early music"", ""early music ensemble""}",5977,1p7yUCNCvt3z8Y0DhXQ8Ew
Grupo Caribe,1,"{""""}",39,67QrYOuvw47YdCJzbl6fYU
Tiger M,0,"{""""}",62,6zi8xBpUxGvUPeKrP8UTXY
Jesse®,54,"{""modern alternative pop""}",261011,4as3khXWaPjfkFdCA0JWMo
The Via Maris,0,"{""""}",8,2XLejpU7SNFax4jQOJim54
Kim Delacy,0,"{""""}",21,2OA5yd60M3vUTguNMHJegr
Heidi Talbot,23,"{""traditional british folk""}",4598,3aQzmN6t6h7hpWAjN1L0pJ
Pan Sonic,20,"{""finnish experimental"", ""finnish techno"", ""glitch"", ""intelligent dance music""}",17571,7qk18OMPkaekOJt2QUva9G
Jalebi,0,"{""""}",437,6pEyZi3hMa0DCSFvafSOP7
Puppet Show,0,"{""crossover prog""}",126,1wwZNzyqIacbse6Fv3qfBV
Natraj,5,"{""""}",144,5a9jGZwdJGvYU48XVYdNQZ
Warne Russell,0,"{""""}",0,7HmQhKUGsT6KNKtzz3oXzA
The Demos,14,"{""rochester ny indie""}",1515,43jspfbIydP4wdOEMjKLJY
Gabo Chavarría,0,"{""""}",24,5wvAdPEeCXCQjXNrWrjdBg
Call Me Lightning,2,"{""milwaukee indie""}",552,4Xmpirt7IxxEDVoV6c9dJS
guardin,56,"{""dark trap"", ""emo rap"", ""sad lo-fi"", ""sad rap""}",193384,6zqcGQ6MH6yetBUoquMnL7
Mimi Parker,5,"{""""}",230,73leRb8pEP1qhornJKhqaG
MarkEitzel of American Music Club,0,"{""""}",15,1KGOB5UeYMbwRvhwxo2Z2M
Rebecca Gates,0,"{""alternative pop""}",422,3YlVuALi50oDvPCCKVjcBD
Julie Doiron,36,"{""canadian singer-songwriter"", ""indie folk"", ""new brunswick indie"", ""slowcore""}",19184,1sjeOeIPG7quxVgmNspYyT
MAdM,0,"{""""}",35,56jSpdWZXjNAfm8HSmUqm7
Jeff Loose,0,"{""""}",15,3SQfYRjc3P3YYfK3WKb36I
Adultnapper,7,"{""""}",1488,6nqpnvQoGQyfjNLj2z2tb2
Juan Pablo Torres,23,"{""cuban funk"", ""jazz cubano"", ""latin jazz""}",1831,4q2WyV1AFlurLshyRM3azI
Algo Nuevo,3,"{""""}",59,19FwYEK6Sf3IuKaZBFkF7Q
Irakere,30,"{""cuban funk"", ""jazz cubano"", ""latin jazz"", ""musica tradicional cubana""}",43553,2xbLfmO8N89nCiA55XsSeI
Los Van Van,42,"{""cuban funk"", ""cuban rumba"", ""latin jazz"", ""salsa"", ""salsa cubana""}",102633,4B5PkQ1wMjo1siTN9yD9Ds
Los Reyes '73,1,"{""cuban funk""}",96,09KkkJK4iF4wWGx1DYlu5j
Combo Tiempos Nuevos,0,"{""cuban funk""}",19,15K8PIHJls0UipeOswMRS1
Grupo Monumental,1,"{""cuban funk""}",180,3niGyibdiHnwztkYeKCyuY
Los Tainos,0,"{""cuban funk""}",38,6KeRUoT9pqAIwLVdO3yqGf
Ricardo Eddy Martinez,1,"{""cuban funk""}",76,47m5VfZNKPlDgXRef6sxPC
Orquesta Riverside,24,"{""cuban funk"", ""latin jazz"", ""musica tradicional cubana"", ""son cubano clasico""}",3326,45wajI4i101yDUAJL07MB3
Los 5-U-4,0,"{""cuban funk""}",108,0E5UpHK66605EdQL6VVC4K
Síntesis,17,"{""trova""}",4218,3MldGAqXmFiWZ4s4isJa3L
Jorge Reyes,31,"{""musica prehispanica"", ""rock progresivo mexicano""}",12397,73lAf1b3vgM25fxLa0oIJV
GRUPO LOS YOYI,1,"{""cuban funk""}",143,3UNytxIAG2Yz6Ba5fBi71x
Grupo De Experimentación Sonora Del ICAIC,3,"{""cuban funk""}",280,2d42HuhaKyVvj6X3kXZ2uT
Mirtha Y Raul,0,"{""cuban funk""}",43,2j9TcmLeVRmQlbi8czHU96
The Ocean Blue,35,"{""dream pop"", ""new romantic"", ""new wave"", ""synthpop""}",33612,4v9TwSGVrHPLX0APn1z0XU
Ted Kirkpatrick,1,"{""""}",528,4CNzsHlzPgm485QcNLNEOr
Irene Kral,37,"{""contemporary vocal jazz"", ""vocal jazz""}",5396,5O996HwuG2b83Wa7obBtgE
Freddie Hubbard,42,"{""bebop"", ""big band"", ""contemporary jazz"", ""contemporary post-bop"", ""free jazz"", ""hard bop"", ""japanese jazz"", ""jazz"", ""jazz funk"", ""jazz fusion"", ""jazz trumpet"", ""soul jazz"", ""stride""}",157195,0fTHKjepK5HWOrb2rkS5Em
Mammatus,3,"{""space rock""}",2421,6EH9OqbeLIdAyinJhPb6va
The Bob Brookmeyer Quartet,0,"{""""}",48,0YSGjtT0iPLGPjub6BDGHf
Willie Banks And The Messengers,21,"{""contemporary gospel""}",6603,3vEyC3GLlsuA6W5rkBv3VF
Edmar Castañeda,25,"{""jazz colombiano"", ""jazz harp""}",6910,6VxDAcLZ7MRxztuhhFfy90
Alsfelder Vocal Ensemble,26,"{""""}",56,2lrvc8UMdJ2BhGovPvtvUU
Cologne Musica Fiata,2,"{""""}",11,7MSWyS6Gu8TAE0ntJlXQqw
Wolfgang Helbich,27,"{""""}",66,2SO4aqT8yXQjufs0DhVS61
Michael Altenburg,2,"{""german baroque"", ""german renaissance""}",32,0evsazf6PetTHoeJm1SuG4
Gundula Anders,0,"{""""}",7,70cYBj2fAEjYemnPPt7bps
Martina Lins-Reuben,0,"{""""}",3,7k8S5kLCbubmEJNm9GduuZ
Kai Wessel,13,"{""classical countertenor""}",120,7GP6wTtdHVk9JQ0n708dox
Harry Van Berne,2,"{""""}",5,4zpRzMIVbCXI9ppsOHjP36
Hubert Claessens,0,"{""""}",8,68zGBMgLaf2kGwyrox66tf
Christoph Demantius,3,"{""german renaissance""}",63,73F8j7xZAuxkhDDfhPGGBu
Nicolaus Erich,0,"{""""}",4,4oiNiGHm8vFj8GMOVDtc7f
Rogier Michael,0,"{""""}",5,02orb7TLXu39tQ94RUKJwD
Tobias Michael,1,"{""""}",21,3ByUbRoEyucABLRhjfSdJy
Christian Michael,2,"{""""}",89,1dZyrLVnHeAFPvba8C4nTv
Daniel Michael,1,"{""ukulele""}",44,0cfoqHIECHnCCGZo0pYAVk
Johann Groh,0,"{""""}",4,6mfNvxeqIaXLcyMPuCLQcR
Abraham Gensreff,0,"{""""}",3,614IsB3BL295PEA6Abv73A
Johann Krause,0,"{""""}",2,3tXJqb737KorQVa7o6d8Rn
Andreas Finold,0,"{""""}",2,0fVZrTdvAdQActKIKYuXg2
Melchior Franck,11,"{""german renaissance""}",152,2oVZ9rUyrpzRgnqMu3OB6q
Caspar Trost,0,"{""""}",2,4X2qc9X4cBsh6xbWncMcFI
Johann Hermann Schein,19,"{""baroque"", ""german baroque"", ""german renaissance""}",1414,3nTF6kYCrtfa6g3P5WzoGg
Bogs Visionary Orchestra,0,"{""""}",49,0i844chFossGGUOxDGzWoh
The Product G&B,52,"{""""}",2431,782IpIScTpnDhYb9hyxOu1
Robert L. Huggar,24,"{""""}",180,2VXrpuO1kFu3sHxWXbTzLK
O-Town,47,"{""boy band"", ""dance pop""}",284469,4zKhX6hYCQPNs406umP9Fx
Jimmy Cozier Jr.,3,"{""""}",387,5ZMmLPiwafCigaTjTv5LqH
Flipmode Squad,55,"{""east coast hip hop"", ""hardcore hip hop""}",17577,7JXCJDLGh1k9cg6JbYCpYl
Next,54,"{""boy band"", ""contemporary r&b"", ""hip hop"", ""hip pop"", ""minneapolis sound"", ""neo soul"", ""new jack swing"", ""quiet storm"", ""r&b"", ""urban contemporary""}",1048658,2MGT7CYlixSPxAnnkhLpaA
Medeiros,1,"{""deep r&b""}",58,58MQ79F9KEDUIKgs16XcKX
Spheric Universe Experience,14,"{""french metal"", ""melodic progressive metal"", ""neo classical metal"", ""progressive metal""}",6209,3CcaI2coIsE7MMLudLbPvq
Machinefabriek,24,"{""ambient"", ""dark jazz"", ""drone"", ""dutch experimental"", ""mandible"", ""sound art"", ""warm drone""}",12441,4Tzunwe7m9sBMSsmEV49Qo
Anne Bakker,11,"{""""}",214,5usPATJ2elzqn7hGQNkc9i
Quinteto Ángel,10,"{""nuevo tango""}",501,1H9d1HxTX9DSvRItpppIbb
Poi Dog Pondering,27,"{""hawaiian indie""}",9828,64ACyOIZtc7DIJw0uoaGn0
Dusky Goykovich,1,"{""""}",77,0I3LVPtFH7z0B7uzycsYRN
Vypsana Fixa,43,"{""czech folk"", ""czech indie"", ""czech pop"", ""czech punk"", ""czech rock""}",50117,1sojChx5H9UtPIVnRgHDGz
Grand Champeen,2,"{""austin rock""}",417,2eq1bLMs1JkdktbdXOp2ZG
The Citations,0,"{""""}",219,2B63rYB9rRvjAXRE1U1QiJ
A PRODUCE / M GRIFFIN,0,"{""""}",11,1nG8iWcdkzwbb7S4LEkwFY
Real By Design,0,"{""""}",12,2mevNMEZW2v6lNWqTJN3Qm
Hidden Intent,9,"{""australian metal"", ""australian thrash metal""}",2334,6k4QusZRtp1eIvIZLbUTSh
Bounding Main,14,"{""shanty""}",1320,1f44ZEa7CMl3wZQXfXjI2p
The Winans,36,"{""gospel""}",157002,7EQrc1Kz56jCHgJ895CZJ8
Lisa Page,2,"{""""}",278,5c2EklhQOr1ZyV8vL2vVvF
Commissioned,34,"{""gospel""}",70941,48OvglGiae55NbGoi9rkXL
Vickie Winans,28,"{""gospel""}",117367,3lRcuKNnP49qqc0AHfTTAR
Greater Emmanuel Mass Choir,0,"{""""}",135,2UNO6JIuetMNTL862kYj60
Witness,8,"{""""}",706,6QyghboEFe9QH6J8dV15VC
Nation,16,"{""""}",360,2w8m9pMCrt8tLbKidxofAx
Walt Whitman & The Soul Children of Chicago,5,"{""praise""}",908,09LQygp1Y83hoTjOxH2L9x
Half an Orange,45,"{""electro house"", ""gaming edm""}",31662,64N3o9z76C2APyfgQV2HMp
WRLD,44,"{""complextro"", ""edm"", ""electro house"", ""future bass"", ""gaming edm""}",67893,4VqBNQRr0nDN0trNUOn0co
Attalus,22,"{""christian rock""}",7519,6qWfqxgw2jrwC3zBfm0QaQ
Megson,16,"{""british folk"", ""traditional british folk"", ""traditional english folk""}",4273,4qEwU3zQyCd1JkSJisFUuY
Pietari Inkinen,19,"{""""}",428,7HSpdA66WWQUOz9ERNCvL1
Kevin Johansen,55,"{""argentine rock"", ""cantautor"", ""chicha"", ""latin alternative"", ""latin rock"", ""nu-cumbia"", ""rock en espanol"", ""rock nacional""}",340572,7qjoG7bwhAjSd7nJTcjgAk
Sentinel,2,"{""""}",503,5tn3cJfj8pkCof4CaV7bzt
Bobby Valentin,41,"{""boogaloo"", ""jazz puertorriqueno"", ""latin jazz"", ""salsa"", ""salsa international"", ""salsa puertorriquena"", ""tropical""}",174902,7nJ3uKCT4lPwDJSRZzBlss
Robert Lowery,0,"{""""}",114,6sUlKDXrB9AvH2dybdjn52
Watermelon Slim & The Workers,4,"{""""}",748,59GzaI6EfF1oPQNX6tsopN
Clozvre,2,"{""""}",186,46yVESiTQjQbs3xqMqv7pj
Hell Is For Heroes,24,"{""british alternative rock"", ""uk post-hardcore""}",14056,1vrwXqSGdLsWtvIev4H0WH
Tsunami,7,"{""alternative pop""}",2148,4nYZwJrT4QukNO5FqaDcW3
Mello Music Group,29,"{""alternative hip hop""}",20972,3c5J6hzTBZJVsjJ9FJoQ0V
Def Dee,7,"{""abstract beats""}",567,7vmPMgMgEfADh0OqICwLyS
yU,13,"{""""}",3489,7qDALSEiVZvynETxUjyiCu
Oddisee,47,"{""alternative hip hop"", ""dmv rap"", ""hip hop"", ""sudanese pop""}",214977,72tRiBHei5G9M8it4h4sfC
Apollo Brown,48,"{""alternative hip hop"", ""boom bap""}",123467,151BUVKmiB9rHDjIkgbeVE
OC,21,"{""""}",5618,5Wn0klrAwDcTdJkvwwmzLL
Has-Lo,16,"{""""}",4278,6BsR78wTuibINAf3jC3Hbj
Illmind,20,"{""""}",3757,5NqVvG2agIxKs79xN1kjWP
Gensu Dean,18,"{""""}",4193,3t68GHMgpqawLQ9GL4tTkQ
Kev Brown,31,"{""alternative hip hop"", ""jazz boom bap""}",32935,1Yi9MvKxq35HFHWl0nNelG
Toine,10,"{""""}",147,1OLKa1kWf1khrbcAaXAD0B
Dunc,1,"{""""}",186,71CaLg2kO4aSlqPW3GDyVq
Kenn Starr,17,"{""""}",13222,6ePodDqNBUy5SkP7U5OpxL
Kaimbr,8,"{""underground rap""}",772,14Tj7VYTchrwNemBAcLZ6B
Wise Intelligent,21,"{""conscious hip hop"", ""new jersey rap""}",4689,5ZY4uO5GOJsBcwkMxuTcwZ
Finale,18,"{""""}",1819,40pxwZScwdIUi0dtVmL1sW
Nick Tha 1Da,0,"{""""}",57,6sbQqceTnlgqoccch4qDIv
Hassaan Mackey,23,"{""""}",2137,5Q1HnVbxwLEyZdgV6OR1SJ
Carte Blanche,0,"{""""}",2,1wewEhN0qVuumkzg8nXmMd
Nightland,9,"{""symphonic death metal""}",2567,7HsL9QatR4SfiRqFcaIyK5
Faramarz Aslani,34,"{""classic persian pop""}",57082,1xA7r3Y1UGCp3rQMkgFXz4
Lott,0,"{""""}",75,5X1QjiVcKpRqHVSo7YTHO7
The Wrong Windows,0,"{""""}",34,6KvufekCx3EVFuPSVq3QH2
Michael Meldrum,0,"{""""}",23,1pvjIh8R2hSvx0dkhZybgC
Michael Sheffield,0,"{""""}",7,1CPd6D4zZ2z1IOZkNJ7DuA
Alison Pipitone,0,"{""""}",139,4YtgBZZjUW8PrmVdL56yN9
Inga Yanoski,0,"{""""}",0,37DiziNDdryhVqesU1ZXIZ
Barbara Way,0,"{""""}",1,5Egm38lJYkHv3GR3I1Xmuy
Jimmie Gillam,0,"{""""}",0,7tLFBKynvsbtMTin14QPEn
Laurent Voulzy,49,"{""chanson"", ""french pop""}",220784,6ogXCiVOaz2afPmMNHph7Z
The Epoxies,13,"{""portland punk"", ""power-pop punk""}",3376,4JqTBPwUo6kn4oTGaQ8w7s
Walter Ego,0,"{""""}",47,3EaGhXinTENGKFgEa1uJUw
Anubis,2,"{""""}",157,4yZlsv0yv5ZjM70u38RA3v
Subkha,0,"{""""}",25,6pUC6ia9MTZCthYURKdhJX
Total Eclipse,2,"{""""}",680,3gFM6G3s4hvHUnZbUf61O0
Nomads Of Dub,0,"{""psychill""}",154,7Kv14ODupLZ78USjL6xeMr
Dead Gowns,0,"{""""}",1,4wAA3a6rzSsMk7Xb0SC9IJ
Hamilton Belk,0,"{""""}",3,42KWEyNrFKWpj4xnbAOH2S
Griffin Sherry,0,"{""""}",2,2mC0VdOSJYyMHLv4ZIpabz
Zach Jones,0,"{""""}",0,3fGuLwajWGUYgSXsfzoQQG
Steve Smith,0,"{""""}",0,3EwYZx0Ua5JHpCfMfWyKy9
Sean Morin,0,"{""""}",0,7mSnT9Ko8SOOGhAGGMBl3X
Katie Matzell,0,"{""""}",0,2cG45wasqJ0pmqn8LDHeQP
Grindvik,17,"{""minimal dub"", ""swedish electronic"", ""swedish techno""}",2962,3Wbd2KTQchnWgoc5jkbFCu
Bodycode,1,"{""""}",573,5y5u7s2zjcmtcNKehS8M3M
Alpha,2,"{""""}",23,1iHL8yDlrUDige49WbwpXO
Omega,10,"{""""}",4945,05HaJNxf7r6Svvx0mp0i85
Duke Robillard Band,11,"{""""}",4165,5jbsK8a5y4WTpviHooAb7h
Mrs. Magician,26,"{""indie garage rock"", ""san diego indie""}",10838,7z1QgLoFoyVn2Ra22w8Wzo
The Tim Heidecker Masterpiece,0,"{""""}",132,5AOvaafgKOHuCCPaxD3Q45
Oli. P,43,"{""bubblegum dance"", ""german pop"", ""schlager""}",37842,4SP3LwSvQscEr8Fs3HfesU
Geby,3,"{""""}",0,3NmVX0hStW6oR3c05MsLzW
Superfly,3,"{""rock baiano""}",228,3EImUNIkZNhlvtx0Yxev3g
Uli Wolf,1,"{""""}",1,2bTYh9GsjpYtwS7BS9GD9y
Andy E,0,"{""""}",4,5EgFsRdsxacui77Gm0wKt0
Clara Hill,27,"{""broken beat"", ""downtempo""}",9084,4RHulYLsymySn2JlGzyXfc
AndyBiotika,0,"{""""}",3,0AvqcAAx541RuezA1V0GMK
Anna,9,"{""high-tech minimal""}",431,1usoYvuHKkbsgXJhiGAl0Q
Choir by Mathias Konty,0,"{""""}",1,4GhfjPc71OftlBhMhBmtZB
Choir by Suse Möhle,0,"{""""}",1,5JrXDJGjhvaAAbO3ULDolB
Tina Frank,19,"{""""}",152,0h9Qd1ebwlEsBljJO4OZJl
Diego Hostettler,4,"{""""}",258,4TvPUGEdqz0vRTWm7ewL1R
Surgeon,0,"{""""}",1,4CkxKiNPnAV216sG7DW7Al
Double X,8,"{""deep east coast hip hop""}",94,28yQDR4oObtlyr4TX5ro0Z
Johannes Heil,25,"{""acid techno"", ""frankfurt electronic"", ""german techno"", ""minimal techno"", ""tech house"", ""techno""}",31135,3E7NxReR3vC125lN74picI
Ricardo Villalobos,30,"{""german techno"", ""microhouse"", ""minimal techno"", ""tech house""}",143237,0s2YIpNnjdf0FY4tNrF8Y4
DJ Slip,0,"{""""}",2,3IoumcaWpvnW3tnBOjChOZ
Zentriert Ins Antlitz,2,"{""""}",402,38xkC4k48mEaqXRYAioc2e
Zenriert Ins Antlitz,0,"{""""}",7,2QfJgVOdAaseSFI662rPB8
Dimitri Tiomkin,26,"{""classic soundtrack""}",7171,6MbdnYlaRAlKxVJMzFcm69
Coto Normal,0,"{""""}",58,3CzoXF90vGhxxTUQ0bk9yw
Nsi.,0,"{""""}",103,2X0JVBEAbRBK5cEI4B9BzI
Sleeparchive,15,"{""dub techno"", ""minimal dub"", ""minimal techno"", ""modular techno"", ""techno""}",9175,71PtLENUznKmVtOe7iAaa8
Âme,45,"{""german house"", ""german techno"", ""microhouse"", ""minimal tech house"", ""minimal techno"", ""tech house""}",114156,5muFO8VqYRCRW13EkvX564
The 7th Plain,6,"{""experimental techno""}",1655,2BaRBezXLTKFXliJYqaxBC
Nick Soru,1,"{""ottawa rap""}",211,4RKAkHSpfVsfp2T6FuODjd
StrayXSerse,0,"{""""}",33,0mTeRGdlVNSqYOCFt7OXeL
The Graveyard Boulevard,2,"{""horror punk""}",578,1HvHAOKPtEOuIFoa17GcaG
Africando,35,"{""latin jazz"", ""mambo"", ""salsa"", ""tropical""}",28930,0ffXAvDlWnqwiciaBFek6V
Medoune Diallo,0,"{""""}",80,6UTLFSYqpHdiu2UvdVkzhQ
Lokua Kanza,35,"{""afropop"", ""world""}",29101,7vzd67tdMCwnIfIU6TX6Nk
Amadou Balaké,16,"{""african electronic"", ""burkinabe pop"", ""west african jazz""}",2667,1R3wyTMKl4aOXW9cbiFnME
Gnonnas Pédro,22,"{""beninese pop""}",5345,5BpAs1BvNgMo3LAWa0fzcf
Salif Keita,45,"{""afropop"", ""malian blues"", ""mande pop"", ""world""}",147337,0VVnWF3KNaa5O7ESohKhAx
Ronnie Baro,0,"{""""}",19,3OciLfLhSa6yQvvLXL2Pd0
Shoubou,2,"{""""}",94,3MlRgxsKR0WUW73tRGPW3z
Sékouba Bambino,31,"{""afropop"", ""desert blues"", ""griot"", ""guinean pop"", ""mande pop"", ""mbalax"", ""sierra leonean pop"", ""west african jazz"", ""world""}",23613,6KPLx7eXOuyH36d1IlAQ3i
Thione Seck,30,"{""afropop"", ""griot"", ""mande pop"", ""mbalax"", ""world""}",43344,5aMdbTrsvS5t6nDSrQDQaV
Boncana Maiga,0,"{""""}",59,3UfLck2DsABdlUarabfecA
Hector Casanova,29,"{""""}",719,1xAyYU2KQcA4QaNvVqVdu4
Bailly Spinto,11,"{""zouglou""}",3741,7A2qKKgsL0GXgjR8iAwth4
Tim Hardin,48,"{""country rock"", ""folk"", ""folk rock"", ""mellow gold"", ""roots rock"", ""singer-songwriter""}",42745,39GVRVaqlKh7JL8Yl5ZKcb
Goodnight Sunrise,15,"{""toronto indie""}",1031,4CzSDigTxbLBQU4DdvhkxY
The Effex,0,"{""""}",514,4bh6DTQyvVKCT5wdYnmyNF
YV Xeno,0,"{""""}",3,3roNciGb6GWuLQcTJBHRVs
Transzenders,0,"{""""}",2,5YwgnGhzZNKSmz7YNlAG6k
The Sweet Hereafter,9,"{""""}",44,7doPbuMYXOnQSWpJy4Alqi
Tammy Thomas,0,"{""""}",6,52NvOWk5AzWu2JAK9DWBCR
Silas Hogan,5,"{""louisiana blues"", ""swamp blues""}",262,6BVFYkEx0EB1HOW2ST8j3d
Oscar 'Harp' Davis,0,"{""""}",4,1b7B6P55jKdUKxOpBYuCvw
Arthur 'Guitar' Kelly,0,"{""""}",25,6S8BN4DGGa8suYSnWdOT0y
Chris Thomas,8,"{""""}",465,4gAVmxB52ArQhbSXE5DLNY
Henry Gray,11,"{""blues"", ""boogie-woogie"", ""louisiana blues"", ""new orleans blues"", ""piano blues"", ""swamp blues""}",3736,08zDtD8xQDP3tDApCnxrvY
W.W. Woodfolk,0,"{""""}",1,5qzvxbKWEoXNPMEynzlrd5
Clarence Edwards,7,"{""louisiana blues"", ""swamp blues""}",221,6X5iiMVTRCIDnscDzav2vw
New Zealand Piano Quartet,0,"{""""}",15,7Mkvx8AzMv9tdjN8yhJBMX
Joseph Rumshinsky,1,"{""""}",19,4kRiD0L1XwtzOvVpB8Z7M0
Paul Henning,0,"{""""}",16,1smZSWa6xxw02lMVYOj0RL
Nell Snaidas,5,"{""""}",25,3VnB22fx7TRwgM5z2utAXx
Robert Bloch,1,"{""""}",25,2UFaIWGZunXk71ZHiUE6aG
Vienna Chamber Orchestra,36,"{""austrian orchestra"", ""chamber orchestra""}",1391,3LWi3bcHEo2dPoy0S79nIM
Elli Jaffe,3,"{""""}",22,62Ddjvj0gBa88P2rSBSy6E
Zalman Mlotek,0,"{""""}",8,2QmPYUD2wni1pqxgOH56n5
Joanne Borts,0,"{""""}",8,6JRCaCWIcAqY48rXZgszbq
Amy Goldstein,1,"{""""}",31,2tY88PLPID13XR7lq4ZiA0
Simon Spiro,1,"{""jewish cantorial""}",56,5tAQgaDuPcIT4BC4NTtGm7
Ira Hearshen,3,"{""concert band""}",36,4LcFtt13hivPMLLQvTL2Ao
Patrick Russ,2,"{""""}",11,7HrJwhPqZJObCAIlqFtj5f
Joseph Ness,0,"{""""}",1,4KuYXbELj0BCUcJRYr9XaJ
Benzion Miller,2,"{""jewish cantorial""}",321,4hAnCczzZW7eX5hmZqeZBh
Barcelona Symphony and Catalonia National Orchestra,22,"{""orchestra""}",75,518jT9nu6v2Z1I8QjcbXp2
Jorge Mester,9,"{""""}",26,1VRoLNK4pNTQEoZIC5d8nj
Solomon Smulewitz,0,"{""""}",19,6bNmIthIj5YX3TjgGkt64E
Elizabeth Shammash,1,"{""""}",113,4NqRqK1Vbn5TM9gBwWa7GH
David Meyerowitz,0,"{""""}",6,4jDtdKwc43qaixniEebwG5
Roberta Belson,0,"{""""}",1,45R25iCxEbd4ecIBiXd4Ma
Fischel Kanapoff,0,"{""""}",1,3Jk8NWxF5AVRo7pQlDdFm5
Diddy,71,"{""dance pop"", ""east coast hip hop"", ""hip hop"", ""hip pop"", ""pop rap"", ""r&b"", ""rap""}",1386131,59wfkuBoNyhDMQGCljbUbA
Kjehl Johansen,0,"{""""}",26,1030l9i3hZAB1FATQhKBbg
