name,popularity,genres,followers,id
Antifuchs,36,"{""frauenrap""}",21101,5cPSq1945RxgQSIHkxp3Jq
The Devotchkas,18,"{""oi"", ""street punk""}",12163,37bMl6AHw4B6UeE2IFX7e1
duo505,1,"{""indie electronica""}",1047,0g51NfOqtQyyKWs5OrYird
Peter Mulvey,24,"{""contemporary folk"", ""ectofolk"", ""folk"", ""lilith""}",6810,0HPmghHJKFdMOxSkXzsm0h
Tzu,0,"{""""}",6,6mn2pwKCHLYkauM3KQNWZj
Casting Crowns,63,"{""ccm"", ""christian alternative rock"", ""christian music"", ""worship""}",1755824,6eJqAWJdd8JhAN1pQGie4r
The Acacia Strain,45,"{""deathcore"", ""downtempo deathcore"", ""melodic metalcore"", ""metalcore""}",161086,4tDkeVxH0CSkNiLVrsYmQs
Paul Newman,8,"{""math rock""}",2204,5By162Z4UlYq5Kv2pLSNKg
Ignite,43,"{""california hardcore"", ""melodic hardcore"", ""punk"", ""skate punk""}",80917,48ErVeccMDF5UiHA4TdGWr
Rumpelstiltskin Grinder,4,"{""new wave of thrash metal""}",2409,5nhFQy8NYagb0lfTVP3cSw
New World Generation,1,"{""""}",92,5CTwCFtMbAgLdHj8dki1SV
Brian Bromberg,34,"{""electric bass"", ""jazz fusion"", ""smooth jazz""}",28362,6iyIbAydXPDNz1yYFl7A9h
Vinnie Colaiuta,37,"{""jazz drums"", ""jazz fusion"", ""rock drums""}",32599,3JE0rhvpwUB5mK2OgUnWlO
Randy Waldman,30,"{""""}",1441,4DoFQoqKcSPw8CSzyh7trt
Kevin Gordon,8,"{""southern americana""}",1503,54NTXs0gBQ20QnSPdWSQ6C
Mason Jennings,44,"{""deep new americana"", ""indie folk"", ""new americana"", ""stomp and holler""}",63542,6CQrZZn0g2ZNfIcXbi4pdo
Yeasayer,44,"{""alternative dance"", ""art pop"", ""brooklyn indie"", ""chillwave"", ""dream pop"", ""indie rock"", ""modern rock"", ""new rave"", ""shimmer pop""}",207663,04HvbIwBccFmRie5ATX4ft
Pure Reason Revolution,28,"{""deep progressive rock"", ""neo-progressive"", ""progressive metal"", ""progressive rock"", ""symphonic rock""}",25630,0DauHVRiE8SpGWxW0YINj3
The Make-Up,21,"{""dc indie""}",6099,3S4UtnIGLI03OBpRy3wrNY
Sam Baker,16,"{""austin singer-songwriter""}",2989,72U7uDocQ5sPSLHAHm1n6D
Tamara Silvera,0,"{""""}",41,4ov59Tt8cQHNFJSOSnVtBM
Scars Of Tomorrow,6,"{""""}",4801,1DMVptr7TVtlE08LsWZK1g
Global.Kryner,13,"{""""}",1179,4Qu8vEZ5J6jqb8AdgLBQk9
tstewart,32,"{""deep idm"", ""uk bass""}",2788,5xEcI8Vn4ofUa5tLHNNlkV
Skeye,7,"{""""}",311,6FvrkKYBIaf0AtgJebt85B
Sero,45,"{""german hip hop"", ""german pop""}",35278,33qje3nPM5TBq2aBFny5IT
ALMILA,16,"{""""}",38,4FnVfowFEGHqaD2OX7u57m
The Cassettes,0,"{""""}",271,1VhweLRxwC0R2JmaJs3wAL
E.S. Posthumus,37,"{""bow pop"", ""epicore""}",61763,1CqW2UkLsaZvByLwkOaNsH
Brendan Begley & Caoimhín Ó Raghallaigh,12,"{""irish neo-traditional"", ""jig and reel""}",899,6L8DJIpiJWVhKhYX5M6Rlu
Brendan Begley,9,"{""""}",246,73gGzNkApTF1uwHC4OlNwi
Caoimhín Ó Raghallaigh,24,"{""irish neo-traditional""}",7374,2w5HzcbBTCyYSWqbmM5UxA
Sweet Cheater,3,"{""sleaze rock""}",759,0MOdKAM2Gyt2Cn1sCX9E3R
Pushmonkey,12,"{""""}",1688,6dXWp0qHS187akc1b8EgAg
Pitch Black,30,"{""nz electronic"", ""nz reggae"", ""psychill"", ""world fusion""}",12519,48bwfC5uieNXZjebbWBLpm
Fold,14,"{""""}",1426,3lOmv1v5gfdtBwvRufzjtr
Horace,6,"{""""}",134,3Gxy3MGYNEh4m4A2TlvEi5
Subtone,2,"{""""}",13,1QBe2i6TKQeyhys91xKYlS
Funk'n'slocuts,0,"{""""}",35,1DZX7f77uAZTtrBKbIMbF1
Kerretta,7,"{""atmospheric post-metal""}",3542,3JVOgZYB3yTpWO9Gpn25tL
Huong Thanh,9,"{""vietnamese traditional""}",1182,0nTxVWwqJUKFJT7r0G69be
Andy Abraham,10,"{""talent show""}",1257,4IALHiQ0AXC3oLrtUo6MQP
Celestial Bloodshed,4,"{""dark black metal""}",1535,4AgpeZXqwqxGMDxepVtkG6
Dave Moisan,17,"{""""}",2634,6GrUgOMwP2KSh7RWWcJ98P
Andy Warren,1,"{""""}",51,77INBHJ04jMPZgKHvn65QY
Laika,27,"{""electronica"", ""trip hop""}",12310,1ktqCH9OrzelCu4cpUT1oR
DJ Cam,44,"{""downtempo"", ""electronica"", ""ninja"", ""nu jazz"", ""trip hop"", ""turntablism""}",54639,1hwAhXzyuEUjug2pyNVSvg
Robbie Robertson,42,"{""canadian singer-songwriter"", ""classic canadian rock"", ""mellow gold"", ""roots rock"", ""singer-songwriter""}",46846,5R6GD31ZP8YPGIlt73Madf
Nicky Love,0,"{""""}",30,1OZW09qVbO0ubKAs3CqhHE
Euphoria,11,"{""""}",3126,0v6ZsvpqHQJiB6Kz2J0QGZ
Ekova,15,"{""world chill"", ""world fusion""}",2547,61gE7qIPIkk9NPqu2aUwdy
Bob Holroyd,25,"{""world fusion""}",2901,3rzYCpIxmAhgjgLcsDAwgm
Bebel Gilberto,47,"{""bossa nova"", ""downtempo""}",119099,6gk4ierjjSVPoZep27VfZz
Suba,18,"{""""}",3905,3QZfQ7Y4Ryh67pzgApuE0g
Kingsuk Biswas,0,"{""world fusion""}",64,4PJ7I1j07yskYWqytCGlte
Joe Henry,37,"{""alternative country"", ""roots rock"", ""singer-songwriter""}",20302,0TeVWuc8Sw05X4Qkl3AA5r
B.M.R.,0,"{""""}",8,2bvAvYHUxdYMrifQ6fnmka
Big City Tha Don,0,"{""""}",12,4BLf8z3gs8SUVpfUAllQiM
$incityy,0,"{""""}",11,6DOX1zRKbv0TJyEnHKLQIo
Qiis,0,"{""""}",0,3KkM1V9kSxGHDFFLQQXzu4
Izzy,17,"{""""}",3135,3Zli5fws3D0oiv68pfgEyL
Bunnie Da Beast,0,"{""""}",8,72JyCn309qBqVIDWlN7llA
Chelly The MC,0,"{""""}",1,6LpjeRbuMhR3yjJZvbChWU
Killa Kiesha,0,"{""""}",99,2FXY9Gr7hc1KlIlpkobKTz
KKG Mackie,0,"{""""}",0,0KCp42x0K8GopAymAtshHj
Thorsten Wingenfelder,0,"{""""}",355,7rXiJqwnuqXmKq0Zy9LfMG
Tim Koch,6,"{""ambient idm"", ""australian ambient"", ""deep idm""}",1443,0lYI0x1KXfgM0erObvS8jz
Marie Key Band,6,"{""""}",3169,2dEE0lGcXaMLrRKYEcnfUV
Christoph Graupner,23,"{""baroque""}",1254,3EwOCXE7NAGZe9UGfundQs
Naoko Akutagawa,3,"{""""}",45,5VdxV7fvtYfsjQoAKYyjYj
Blackfrosty,0,"{""""}",30,0i8RcRFCUMEJogF9eaLQxu
Richard Bartz,4,"{""munich electronic""}",889,4aPQA3WKhRiBlDYX0rlsSq
The Blues Mystery,12,"{""""}",1621,3LCwF7sTWepWmglhqwSlXy
Smokie,56,"{""classic uk pop"", ""europop"", ""mellow gold"", ""soft rock""}",491383,5rIqOJspxDq89aBBCUda1X
Chris Norman,55,"{""classic uk pop""}",135078,2Pawr6MMX9VBIQ9oUHg7jc
Suzi Quatro,56,"{""classic uk pop"", ""glam rock""}",355993,15jHZ1EZwmm2QDjKctvqJQ
The Pinker Tones,22,"{""spanish rock""}",6148,0Iojk2fr06Az0SzIoiO1vM
The JT Blues Band,0,"{""""}",42,7yCqe2JTtNLAvR1weAViGo
Johnny Horton,48,"{""cowboy western""}",181203,1bBZcz4jP7CoPlqpCFh4gz
ackzz,0,"{""""}",32,1DUQMV6J36qZB1hfTg5luj
The Mag Seven,3,"{""""}",267,2uoJJ5tMrGRmbWEd15S7vP
Centro-matic,16,"{""alternative country"", ""denton tx indie"", ""roots rock""}",7656,3eKN3A1F9LHWa2fHo3m1rd
The Deathray Davies,10,"{""dallas indie""}",1036,58uQpPMRl90NIcIe8X3ehV
Vibrolux,16,"{""""}",1285,3le6xeRZTGOKsUrIHSHEKs
Chomsky,2,"{""dallas indie""}",496,5mjWoXfvZL1W0mRM4H7549
VALVE,2,"{""""}",47,5o6AwX40ZmLy43vUSibKmO
Clumsy,2,"{""""}",272,6l3KLSQSC1eSFCjjW9UOwP
Viva Maxitone,0,"{""""}",0,7xhqVH9nQ4pQFwwu0PtsCy
Adventures Of Jet,1,"{""""}",252,2mxBNd9sdY2RfthF9Y25rp
ciaO!,0,"{""""}",6,7lKj1Z6bn7dBEmb3KOQAnb
[DARYL],2,"{""""}",226,5jcVge47x4wPPmNXb4BKrc
Pinkston,0,"{""dallas indie""}",28,43Rgl9W79Dlhgkh4vM1vOd
Slowride,7,"{""emo punk"", ""indie emo rock""}",2276,2Zzvw3aJtVg2BKmS6f832p
Pleasant Grove,0,"{""dallas indie""}",363,7ct4yogLmervLZ1p5Q32gu
Crash Vinyl,0,"{""""}",2,2AzPDw8ibGXNWwjty9OyiX
The Falcon Project,0,"{""""}",30,2VLwBCzjwbmxiV7Z7jrwV5
Jasper Stone,0,"{""""}",26,6wCfh2fpdncckV1RCawOuH
Darlington,2,"{""deep power-pop punk"", ""power-pop punk""}",926,09X3GbhwwVOYAKDoNpZByc
Ewigkeit,2,"{""british black metal"", ""experimental black metal""}",545,1WrL7rHaEUsybSJi6Qsjb1
Lycus,3,"{""""}",2672,0DxritAWfWLszgurBsD40A
Saigon,41,"{""conscious hip hop"", ""hardcore hip hop""}",70573,0mTfntDCCWRozUnyxpGf6E
G Martin Soul,0,"{""""}",0,4eTtf4nlnrN6z33XqX6zqU
Lokz,5,"{""""}",29,0b09oUfKlbF5ig5wDFPjzv
A.P.,12,"{""""}",87,2ALL55kunXzGKBEPXgKhpa
Young Boombaya,0,"{""""}",0,6A6lkCscJQNtUOZIhE1WHb
FerQuan,35,"{""""}",2216,0Zx7CLL9EAiibehVEZGwU1
Ransom,19,"{""""}",721,27o8q2S1hyGO4HQL4bcPYD
Lil Fame From M.o.p.,0,"{""""}",0,3uCbCbskQ5NRZ3coM62g8r
Grand Puba,47,"{""alternative hip hop"", ""east coast hip hop"", ""gangster rap"", ""hardcore hip hop"", ""harlem hip hop"", ""hip hop"", ""turntablism""}",137469,6IjhOxJSTPh15KgFTSZ68K
Lucy van Dael,32,"{""baroque violin"", ""classical performance""}",350,7ogL64FibITJvIZLqp14il
Los Enemigos,34,"{""cantautor"", ""rock en asturiano"", ""spanish new wave""}",27096,4uiuj3kqeIHmTH87B7VMnr
C.E. Ugly Brotha,0,"{""""}",6,351oydxS5L4yewiLrr26vS
Ramonn,0,"{""""}",26,6rYJSE4yE9oWDEGndDS50S
envy,31,"{""japanese emo"", ""japanese post-hardcore"", ""japanese post-rock"", ""japanese screamo"", ""post-rock"", ""screamo"", ""skramz""}",39770,0CfjW2VuMdrhWodHtG7DWi
Church,0,"{""""}",22,2E5TP6coSFJwe0ylFL47Vj
Dammit,0,"{""""}",73,11btXmqdpmFfs4XHCJXUow
Snug,0,"{""""}",11,7GLQlz1Cei805pRGHFMl8H
Baba D,0,"{""""}",0,2LIloiwEMoBCF0Zk4WJrYJ
B.C.,0,"{""""}",0,3XnAjJ45v7UNydON3Khf2s
Hair of the Dog,34,"{""celtic rock"", ""irish folk"", ""shanty""}",6258,2gM5crZLb9cRnShpDbdly4
Meredith d'Ambrosio,4,"{""deep vocal jazz""}",579,4AXxsk3Pu0ayfT9Tm8IQ5y
Shadowfax,27,"{""fingerstyle"", ""new age""}",7564,08b6RShfMPcbl6FQZx9ax2
G.E. Stinson,20,"{""""}",187,7epGeJk9HY7NcaVYkcNgrc
Giovanni Battista Sammartini,32,"{""baroque"", ""classical era"", ""galante era""}",5602,3q4lkJBQDPwgWC1rkfxXLv
Francesco Geminiani,33,"{""baroque"", ""early music"", ""italian baroque""}",9387,4Vn6axeFKEaPRH1sI7JVKj
Giuseppe Torelli,34,"{""baroque"", ""early music"", ""italian baroque""}",14131,0iGlEKhYsOH3m6K7SHHJ2z
Arcangelo Corelli,55,"{""baroque"", ""classical"", ""classical performance"", ""early music"", ""italian baroque""}",107096,5dmMpIyAVaH6b9FLFgWPrF
Francesco Onofrio Manfredini,30,"{""baroque"", ""italian baroque""}",1867,2xw6RSRcOMfng7dvPOUS2e
Mad At The World,7,"{""christian metal"", ""deep christian rock""}",2908,6e2NWj3S7Sm5Fh10KwqjF8
Chingo Bling,40,"{""chicano rap"", ""houston rap"", ""latin hip hop"", ""latino comedy"", ""texas latin rap""}",91350,7uWSNqvFk0TnPO9zKbzLI5
Jesus Midnite Castillo,0,"{""""}",0,5tyeoOkuMm81480MO64UfZ
5th Ward Weebie,24,"{""bounce"", ""deep southern trap""}",13963,1Gd5PupkpVsM1OvgVDUvmH
Pitbull,81,"{""dance pop"", ""miami hip hop"", ""pop"", ""pop rap""}",9695040,0TnOYISbd1XYRBk9myaseg
Niqoloss,0,"{""""}",19,1FEgeWmuFolzhFoLhFB8li
BeatKing,48,"{""houston rap""}",45974,5L8p9kDnX2cgoI8VLUL2p4
Ratcheton,0,"{""""}",2,1lRjmLowPI5RfEdLQyNi5Z
Fade Dogg,7,"{""texas latin rap""}",2054,1dvJ7u0C6KNiW9adrxKyuI
Fat Pat,43,"{""dirty south rap"", ""gangster rap"", ""houston rap"", ""trap""}",249537,1iFf7x4gbonfRVAvQ8Wsoh
GT Garza,33,"{""chicano rap"", ""houston rap"", ""texas latin rap""}",18902,7tycJ8FDKH2GES20CnUa4D
Krystal Poppin,1,"{""""}",0,6AgLHVOP2VEyGin72kHmBY
Sinryu,0,"{""""}",0,66cV7x2PeAuEUWv9eB9yDQ
Dat Boi T,31,"{""dirty texas rap"", ""houston rap"", ""texas latin rap""}",22469,4VIcSZlwRxIF6gPgtwSrbq
Dirt Bag,8,"{""brazilian dnb""}",128,1GSS8mPoZByVTTtN4RfcBc
The Sixteen,44,"{""british choir"", ""choral"", ""classical"", ""classical performance"", ""early music"", ""early music choir"", ""early music ensemble"", ""polyphony""}",29148,5y9NnD1AZPcBVbDluRgiXS
Harry Christophers,45,"{""choral"", ""historically informed performance"", ""orchestral performance""}",4800,6URHrQ8te9u9mD6Q2PjVnu
John Sheppard,22,"{""anglican liturgy"", ""early music"", ""english renaissance"", ""renaissance""}",802,3zjGl5F9O605l8da8H8Dhz
Thomas Ravenscroft,16,"{""renaissance""}",183,51E5M9vJGL8ABzH8ZteWng
Richard Pygott,2,"{""""}",25,4mhbYGVVfDVwuC8jrivnZd
Three Mile Pilot,14,"{""post-hardcore""}",6138,7wpQ6iKGinCGT4pRd7nXja
Silversurfer,3,"{""rap metalcore""}",338,3T7yHKHUWgKehcXCh2xYhW
Housemeister,12,"{""destroy techno""}",5694,3R9nd8oWAyi3RM6HmMCRWt
Timtim,15,"{""""}",308,1uOsypOcXzrXgoDokFbCZW
Apparat,48,"{""ambient pop"", ""electronica"", ""glitch"", ""microhouse"", ""minimal techno""}",368509,40Ojab0UtVQFjA76qXr8Ot
Lonyx,0,"{""russian experimental electronic""}",17,4fNfbUfXq9u1Teu8tjSL7W
Alexandroid,1,"{""deep idm"", ""russian experimental electronic""}",252,4bw43S9QJtoSibzezqicmI
PCP,28,"{""polish hip hop"", ""polish old school hip hop""}",5012,4y1ZfT4PalwsFxujB75Yhz
Roricat,0,"{""""}",7,2jz5VbQlgnlKsZdPUGxIv3
EU,3,"{""russian experimental electronic""}",44,4s6xCPX6SVjs3YQNN95h2z
Helen Riz,0,"{""""}",1,5t8cP0EVjmIjDlAcZ086AR
Mewark,0,"{""glitch beats""}",51,04xw5GmTYEcM1kdUjmiB5Z
Ladyfish,0,"{""""}",7,24Ar5Rd6ecakzXwHo5d0dt
Sensiva,1,"{""ambient idm""}",182,0nyyKMU8nzLX98I0D3VYSn
KLUtCh,0,"{""russian experimental electronic""}",26,4BYg20wQZj2SQXdwThK3UO
Anton Kubikov,10,"{""pop ambient"", ""russian techno""}",1850,6EFW97xZ8UyegVYNJ2fJtg
Maxim Miyutenko,0,"{""""}",4,2aU4RxpkW4Pry7HIS6hLqI
Lazyfish,0,"{""""}",56,3840j5CecjYRpQ18O1Ggpq
Skin Area,0,"{""""}",189,12HaT6OnHvEmQCcCc3frrs
Frank Marina,0,"{""""}",8,1Kmzteba4JMxK7iNZRGjtk
Grails,29,"{""dark jazz"", ""instrumental rock"", ""post-rock"", ""space rock""}",37290,3VdjlG06JkVAnZ19TR7ZHZ
Freeways,5,"{""""}",1369,4LczeYm8e74yQZOQezQWnr
Youngsta,26,"{""deep dubstep""}",5035,4YOzXUg5iPj9vF0tapoXi6
Daryl Nurse,0,"{""""}",0,4HdIG6wxH2LyUQHaE0ebCf
Disciple DT & Tizzle Tarantino,0,"{""""}",26,6d51Z2CV63B1vaEVyA9kHM
Capodas Parthero,0,"{""""}",1,4bombtRfROuxxbXzJQbCiK
Truth Gordon,0,"{""""}",0,2zD2jSUbUIa7EukdhqVYKo
Powerman 5000,53,"{""alternative metal"", ""funk metal"", ""industrial metal"", ""industrial rock"", ""nu metal"", ""rap metal"", ""rap rock""}",586057,5imUS9dQyCbAjUEJJ9QyWC
Slayer,66,"{""alternative metal"", ""death metal"", ""hard rock"", ""metal"", ""nu metal"", ""old school thrash"", ""rock"", ""speed metal"", ""thrash metal""}",3222981,1IQ2e1buppatiN1bxUVkrk
Godhead,29,"{""industrial metal"", ""industrial rock"", ""nu metal""}",29103,1HINQyW0VMYvvcmTPFGcHR
Pantera,67,"{""alternative metal"", ""groove metal"", ""hard rock"", ""metal"", ""nu metal"", ""old school thrash"", ""rock"", ""texas metal""}",4063139,14pVkFUHDL207LzLHtSA18
Static-X,56,"{""alternative metal"", ""groove metal"", ""industrial metal"", ""industrial rock"", ""nu metal"", ""rap metal"", ""rap rock""}",1231281,7JDSHlDdVTo7aZKdQZ53Vf
(Hed) P.E.,49,"{""alternative metal"", ""industrial metal"", ""nu metal"", ""rap metal"", ""rap rock""}",183915,0xIChbcTsuYLueN1oEsX9v
Taproot,44,"{""alternative metal"", ""industrial metal"", ""nu metal"", ""post-grunge"", ""rap rock""}",256709,319rafipfKvd4cqaOwWIvA
Flybanger,4,"{""""}",1314,1DigUiRbUT4b2oIqMkJuBF
Half Cocked,31,"{""""}",1883,1aMasFv5FO5xANmO7uvM3y
C.J. Hewitt,0,"{""""}",0,1OfOmfz6FYcQMBErMRSvYX
Giuseppe Verdi,61,"{""classical"", ""italian opera"", ""italian romanticism"", ""late romantic era""}",559202,1JOQXgYdQV2yfrhewqx96o
Samuel Rhodes,13,"{""""}",29,7H1wk4V9qdBEc03K5VJ7jO
Johann Strauss I,41,"{""classical"", ""early romantic era""}",38327,4WMHJgeJCssiGW3ssUT7eb
Spencer,32,"{""""}",2407,1Jf7oze9NQhCoPmxtmqNeC
J. Brophy,0,"{""""}",1,6I9OWstyNjXmGLBIixkuyO
Gordon Langford,13,"{""""}",180,4uGeBwZgURpZhAPdkMVFTB
Franz von Suppé,30,"{""classical"", ""late romantic era"", ""operetta""}",9627,0Yy8ebHB2Ubh1xVIdddNYF
Henry Brinley Richards,0,"{""""}",17,38Ersxdf5jYXskR5DK2LPc
H.E. Roberts,0,"{""""}",1,3R6K9vwmHRiyVO1YhGusEv
W.H. Richardson,0,"{""""}",0,6XoLpl8AYqrQlYpp6itjvg
Roger Richardson,0,"{""""}",0,7rnO6gpydy7yx4ce6ke1vp
T.L. Wallace,0,"{""""}",0,40AetLZDNgbksGkC3pkvy7
Pike,10,"{""""}",73,1e44EgECfhVMBx0j99htSq
Jacob Adam Kappey,1,"{""""}",1,5WSsaWiy31OK0vRklCbLnB
Kenneth J. Alford,16,"{""""}",238,5aXc79IJ7WO46HhoY17ipn
Lionel Monckton,2,"{""operetta""}",40,4Liut7wdz6LlzSIrnOYAhI
Holben,0,"{""""}",1,2vmZlZhrG8jRjBvWSjqVXo
C.V. Wright,0,"{""""}",1,6Ry0yzr5U9GQHMBGJGaIXw
Pinkney,0,"{""""}",3,29kfcDQ39sgb1HcX8OTOI8
C.D. Jarrett,0,"{""""}",0,0jCblYIWX3manJIecKooAo
K. Boulding,0,"{""""}",0,3NiunQc81axEICdrubV6F8
G.A. Haile,0,"{""""}",0,17AoRwgR14iFSxzO4dVHfy
Brian T. Keeling,0,"{""""}",0,79tY62TfVUQU2EdfpFCxGR
Norman Richardson,0,"{""""}",2,14d1BBscf1FyEzTDH5KSfO
J. Hartmann,0,"{""""}",1,5KsxdIe2Pq1fzt3zgSoxwU
Carl Latann,1,"{""""}",6,1MB50aUUWvOUyWrTJKpOEc
Fox-Cox,0,"{""""}",1,4mPvVB4qiSgOeW9Yyc952Q
Noble,21,"{""""}",522,7xjQNswnT8Hycp4xXMtxtV
Henderson,3,"{""""}",50,1Ssemw8j62mAbVh6sKurbh
D. Kimberley,0,"{""""}",2,4sOQAcHsAKcAfE1B7l7Uwz
Fitch,5,"{""""}",110,3sq6IvdXlcy4W7rQTuKFlb
Gibson,8,"{""""}",409,46qKny2j1ctkE0w2IG8DUI
R.A. Hunt,0,"{""""}",1,0Pvj9qWL0aJvRgvDx2f1xm
Pierre Leemans,3,"{""concert band""}",33,33SbxuXLgLo6kochBmN4BO
Jeremiah Clarke,29,"{""classical"", ""early music"", ""english baroque""}",1217,2PZsXHKjgpXg7tJoFr1fa6
B. Brown,0,"{""""}",21,3EZWhosA2qIvejbguGb9GC
Oskar Morawetz,0,"{""canadian classical""}",38,35s7loPdHEd1wZanvJJjhV
István Anhalt,0,"{""canadian classical""}",19,7bUx5dKgQwuyg3S6YZUd4o
Jacques Hétu,3,"{""canadian classical""}",163,3HfEOWcQOpJ5gN1DyF6z6w
Barbara Pentland,0,"{""canadian classical""}",37,5g3uaWs8smWB6M9vUSWVDN
Unknown,41,"{""""}",9876,2MpxaqGTQeft5RU4wvwm57
Doormouse,17,"{""breakcore"", ""drill and bass"", ""intelligent dance music""}",5330,4EHm2LKZceC5KcblvQ6Dbq
Emotional Joystick,3,"{""breakcore"", ""drill and bass"", ""intelligent dance music""}",634,1DwvCKKX1zD3P31vMiyamf
Jonas the Plugexpert,0,"{""acid idm""}",51,2SApcK7x8stGbT6YN945Hp
Duran Duran Duran,4,"{""breakcore"", ""drill and bass""}",3550,0l8DHoWBJ9HZUAjVQ247LG
Soundmurderer,2,"{""ragga jungle""}",777,1S6QAuhwE0gGUPYLWlsMKn
Wisp,14,"{""ambient idm"", ""drill and bass"", ""intelligent dance music""}",4061,7CNHvKYhPh69iIKxWkxs5S
Rusuden,0,"{""braindance""}",130,2VyTyVFA8vnj2tA53dwbgW
Exillon,0,"{""drill and bass""}",341,5pJdcLSpRGsKl6Te7xLxGw
Line 47,4,"{""breakcore"", ""drill and bass""}",188,7qefxZPpoAn9L0RzJja29z
Killa Cosby,0,"{""""}",19,0ViADG87d421wuMPzLf7T0
Enduser,20,"{""breakcore"", ""darkstep"", ""drill and bass""}",10307,4S8XZ6FgGp5KKwymL8E6Hz
Not Breathing,0,"{""ambient industrial""}",322,3OQ4aImx9Ti0WAA080Qrv2
Pale,26,"{""german indie""}",11914,6JtfRPxGAnkax6uu7LgLw0
Paris Combo,45,"{""chanson"", ""nouvelle chanson francaise""}",56290,5xDjKV6UvzyrI3RnwHq02G
Tor.Ma In DuB,18,"{""ambient psychill"", ""psychill""}",4717,6hJVyOMMo1A3XN8yz8neiy
Robot Riddims,0,"{""""}",66,6jnqwrnUc0SLpT7wthJXmv
José José,73,"{""bolero"", ""cancion melodica"", ""latin pop"", ""ranchera""}",5464087,4mN0qcMxWX8oToqfDPM5yV
Rainforce,0,"{""""}",94,16O0EvbwRenXFIndmzbtWm
U.K. Subs,33,"{""oi"", ""pub rock"", ""punk"", ""uk82""}",54671,4wsg78KGu80m8Xk37PY2uG
Tommy Flanagan,44,"{""bebop"", ""hard bop"", ""jazz"", ""jazz piano"", ""stride""}",37717,6dUZplQfg5blo0h9HiJ94d
Saint Motel,62,"{""la indie"", ""modern alternative rock"", ""modern rock"", ""rock""}",607578,1dWEYMPtNmvSVaDNLgB6NV
Beatsumishi,6,"{""""}",82,373djNIPbS5YoR0jHhzPCr
KarlSayAgain,4,"{""""}",14,47loZuX28F6fwLxwcxI2r9
GOLDHOUSE,49,"{""pop edm""}",20227,670UISOh9XV1zlq5z5IfoY
Kitchie Nadal,47,"{""classic opm"", ""opm"", ""pinoy rock"", ""pop rock""}",861219,4OjU5UP0GFWeniBC82sGBY
Autumn Tears,17,"{""dark wave"", ""ethereal wave"", ""medieval folk"", ""neoclassical darkwave""}",10049,32WFfO8pMkrpupMgDiXlDE
Sharon Cuneta,45,"{""classic opm"", ""opm""}",374064,3I5ONm7nnP1LpvqsnA5dBG
Vincent Herring,29,"{""hard bop"", ""jazz saxophone""}",5277,4vDfWi1S8RneRAgCPOIThL
Jeremy Pelt,32,"{""jazz trumpet"", ""straight-ahead jazz""}",7643,0ie9W9nN4iPymAkS9WW8nX
Andrea Berg,56,"{""classic schlager"", ""schlager""}",594123,5dXbkgq9goxRAwCFoNU9Dp
Bullets And Octane,40,"{""""}",15841,6Ku6HNSfgFrk2c3KIlf2j9
E-man,0,"{""""}",1,246LBPjZrNGwvzUroMflOv
Sure Thing,7,"{""""}",569,31f7SOEzpEB9gBMGXn4r4H
Angela Johnson,31,"{""neo soul"", ""smooth soul""}",27126,6OCcrLBIO5JCdDMUU6h35w
Orquesta Aragón,40,"{""bolero cubano"", ""cha-cha-cha"", ""charanga"", ""latin jazz"", ""mambo"", ""musica tradicional cubana"", ""salsa"", ""son cubano clasico""}",56758,2jXlqT8v9XIJnKQYRgLvSr
David S. Ware,4,"{""avant-garde jazz"", ""free improvisation"", ""free jazz"", ""jazz saxophone""}",4345,53HPkfQRFqSSicbdJZuitU
Matthew Shipp,18,"{""avant-garde jazz"", ""contemporary jazz"", ""free improvisation"", ""free jazz"", ""modern jazz piano""}",6970,1Lw2WbL7CWZXAWSLWYXq4r
William Parker,20,"{""avant-garde jazz"", ""free improvisation"", ""free jazz"", ""norwegian contemporary jazz"", ""uk contemporary jazz""}",10327,5r65V3tfKsDc3nHfpIl7D0
Guillermo E. Brown,1,"{""""}",108,6BnLWQlD6vwuI0fuKTVt9N
European Union Baroque Orchestra,8,"{""baroque ensemble""}",449,0CeI6GwCobwxHwwXwLvLwJ
Roy Goodman,24,"{""historically informed performance""}",344,6ys3iraspH1pETRDE1q9IM
Achillea,40,"{""healing"", ""new age""}",17586,4p9YAEmGLGHbwqkhJEagtK
The Kilborn Alley Blues Band,4,"{""""}",749,5s3CqifNq52vCLOsKzSE58
BUSDRIVER,39,"{""abstract hip hop"", ""alternative hip hop"", ""escape room""}",90403,43SXnO2N4X024u3l9MfvXD
D-Styles,34,"{""scratch"", ""turntablism""}",7571,0Xqx5Wr906GcxJnRNOCPSr
Radioinactive,20,"{""abstract hip hop""}",2290,12p113CCqH63zqdhvVJ0C9
Rhetoric,4,"{""""}",81,6sNs1zWB7IbhKDnqQg75AI
Of Mexican Descent,2,"{""""}",329,5vi70RKTDvKIHA8vWVmtS7
Aceyalone,37,"{""abstract hip hop"", ""alternative hip hop"", ""turntablism"", ""underground rap""}",40868,7CaUk9xCxdXAmmqQn3PLR7
DRE-B,1,"{""""}",183,55pog2BCuI3K533r3KCuXF
5amson,0,"{""""}",69,6jeSHpaJStNHQmYsPRczoW
Ladyboss,0,"{""""}",0,0x5y5zMH6L8rBnQBY18YIr
Jon Boi,2,"{""""}",156,0QD0svZ9OP0wPDWvkBiKMN
